11kvGyfN34hm8fbETPwWfkxVN5XseJza4p8egn59Ym3CNaPa43D,13XpqdvZ5B2bCYeSxgF9VoghFsAsrmCrVK6A2ng635qfvB7JZ9Z,0.40
11273wVZ5VdSsuFDetmA33fBxw4qXG97qUUuFFHQzgzwHL9r1TzY,14eawxpbaPEaNwkg8C1GJNmGMuENZUKFXkwR7Ad7WsHW3TpnBFa,0.40
11B54xpjhT1XvzXY273hPZviMpLHbbqNbqXSa6i5h2EL6XUnJdH,132AzNEKNL1jFZgcdwEDPkzywWY18oxtpsGGFFmMq9vRrCPfLky,0.40
